12% increased Damage with Ailments from Attack Skills while wielding a Two Handed Weapon,両手武器装備中はアタックスキルによる状態異常ダメージが12%増加する
25% increased Physical Damage with Two Handed Melee Weapons,両手近接武器による物理ダメージが25%増加する
5% increased Attack Speed with Two Handed Melee Weapons,両手近接武器のアタックスピードが5%増加する
25% increased Damage with Ailments from Attack Skills while wielding a Two Handed Weapon,両手武器装備中はアタックスキルによる状態異常ダメージが25%増加する
+20 to Strength,筋力 +20
12% increased Physical Damage with One Handed Melee Weapons,片手近接武器による物理ダメージが12%増加する
12% increased Damage with Ailments from Attack Skills while wielding a One Handed Weapon,片手武器を装備中はアタックスキルによる状態異常ダメージが12%増加する
25% increased Physical Damage with One Handed Melee Weapons,片手近接武器による物理ダメージが25%増加する
5% increased Attack Speed with One Handed Melee Weapons,片手近接武器のアタックスピードが5%増加する
25% increased Damage with Ailments from Attack Skills while wielding a One Handed Weapon,片手武器を装備中はアタックスキルによる状態異常ダメージが25%増加する
12% increased Melee Physical Damage,近接物理ダメージが12%増加する
12% increased Damage with Ailments from Attack Skills while wielding a Melee Weapon,近接武器装備中はアタックスキルによる状態異常ダメージが12%増加する
4% increased Attack Speed,アタックスピードが4%増加する
6% increased maximum Energy Shield,最大エナジーシールドが6%増加する
10% increased Energy Shield Recharge Rate,エナジーシールドリチャージレートが10%増加する
+10 to maximum Energy Shield,最大エナジーシールド +10
Minions deal 10% increased Damage,ミニオンのダメージが10%増加する
Minions have 4% increased Attack Speed,ミニオンのアタックスピードが4%増加する
Minions have 4% increased Cast Speed,ミニオンのキャストスピードが4%増加する
30% increased Block Recovery,ブロック復帰が30%増加する
+2% Chance to Block Attack Damage while holding a Shield,盾を装備中アタックブロック率が+2%される
60% increased Block Recovery,ブロック復帰が60%増加する
+20 Mana gained when you Block,ブロック時に+20のマナを獲得する
40% increased Defences from Equipped Shield,装備中の盾から得られる防御力が40%増加する
+5% Chance to Block Attack Damage while holding a Shield,盾を装備中アタックブロック率が+5%される
8% increased Attack Damage while holding a Shield,盾装備中はアタックダメージが8%増加する
Attack Skills deal 8% increased Damage with Ailments while holding a Shield,盾装備中はアタックスキルの状態異常ダメージが8%増加する
10% increased Attack Damage while holding a Shield,盾装備中はアタックダメージが10%増加する
3% increased Attack Speed while holding a Shield,盾装備中はアタックスピードが3%増加する
Attack Skills deal 10% increased Damage with Ailments while holding a Shield,盾装備中はアタックスキルの状態異常ダメージが10%増加する
20% increased Attack Damage while holding a Shield,盾装備中はアタックダメージが20%増加する
8% increased Attack Speed while holding a Shield,盾装備中はアタックスピードが8%増加する
Attack Skills deal 20% increased Damage with Ailments while holding a Shield,盾装備中はアタックスキルの状態異常ダメージが20%増加する
4% increased Attack Speed with Staves,スタッフのアタックスピードが4%増加する
6% increased Accuracy Rating with Staves,スタッフの命中力が6%増加する
8% increased Attack Speed with Staves,スタッフのアタックスピードが8%増加する
12% increased Accuracy Rating with Staves,スタッフの命中力が12%増加する
30% increased Critical Strike Chance with Staves,スタッフのクリティカル率が30%増加する
+150 to Accuracy Rating with Staves,スタッフの命中力 +150
6% increased Attack Speed,アタックスピードが6%増加する
10% increased Global Accuracy Rating,グローバル命中力が10%増加する
14% increased Attack Physical Damage,物理アタックダメージが14%増加する
+14 to maximum Life,最大ライフ +14
0.4% of Physical Attack Damage Leeched as Life,物理アタックダメージの0.4%をライフとしてリーチする
25% increased total Recovery per second from Life Leech,リーチによる秒間合計ライフ回復量が25%増加する
30% increased Physical Damage with Two Handed Melee Weapons,両手近接武器による物理ダメージが30%増加する
0.8% of Physical Attack Damage Leeched as Life,物理アタックダメージの0.8%をライフとしてリーチする
50% increased total Recovery per second from Life Leech,リーチによる秒間合計ライフ回復量が50%増加する
30% increased Damage with Ailments from Attack Skills while wielding a Two Handed Weapon,両手武器装備中はアタックスキルによる状態異常ダメージが30%増加する
0.4% of Attack Damage Leeched as Life,アタックダメージの0.4%をライフとしてリーチする
0.4% of Attack Damage Leeched as Mana,アタックダメージの0.4%をマナとしてリーチする
10% increased total Recovery per second from Mana Leech,リーチによる秒間合計マナ回復量が10%増加する
0.8% of Attack Damage Leeched as Mana,アタックダメージの0.8%をマナとしてリーチする
25% increased Maximum total Recovery per second from Mana Leech,25% increased Maximum total Recovery per second from Mana Leech
20% increased total Recovery per second from Mana Leech,リーチによる秒間合計マナ回復量が20%増加する
10% increased total Recovery per second from Life Leech,リーチによる秒間合計ライフ回復量が10%増加する
0.8% of Attack Damage Leeched as Life,アタックダメージの0.8%をライフとしてリーチする
15% increased Maximum total Recovery per second from Life Leech,15% increased Maximum total Recovery per second from Life Leech
20% increased total Recovery per second from Life Leech,リーチによる秒間合計ライフ回復量が20%増加する
14% increased Totem Damage,トーテムダメージが14%増加する
14% increased Damage with Brand Skills,14% increased Damage with Brand Skills
+1 to maximum number of Summoned Totems,トーテム最大召喚数 +1
15% increased Totem Placement speed,トーテム設置スピードが15%増加する
10% increased Brand Attachment range,ブランドの付着範囲が10%増加する
15% increased Totem Life,トーテムのライフが15%増加する
Totems gain +10% to all Elemental Resistances,トーテムは全ての元素耐性が+10%される
Spells Cast by Totems have 5% increased Cast Speed,トーテムによりキャストされるスペルのキャストスピードが5%増加する
Attacks used by Totems have 7% increased Attack Speed,トーテムにより使用されるアタックのアタックスピードが7%増加する
5% increased Brand Activation frequency,ブランドのアクティベート頻度が5%増加する
-1 to maximum number of Summoned Totems.,-1 to maximum number of Summoned Totems.
Minions have 10% increased maximum Life,ミニオンの最大ライフが10%増加する
Minions deal 15% increased Damage,ミニオンのダメージが15%増加する
30% increased Minion Accuracy Rating,ミニオンの命中力が30%増加する
+1 to Maximum number of Raised Zombies,+1 to Maximum number of Raised Zombies
+1 to Maximum number of Skeletons,スケルトン最大数 +1
Damage with Weapons Penetrates 8% Lightning Resistance,武器によるダメージは雷耐性の8%を貫通する
30% increased Lightning Damage with Attack Skills,アタックスキルの雷ダメージが30%増加する
10% increased Effect of Shock,感電の効果が10%増加する
12% increased Lightning Damage with Attack Skills,アタックスキルの雷ダメージが12%増加する
10% increased Lightning Damage,雷ダメージが10%増加する
16% increased Lightning Damage,雷ダメージが16%増加する
4% increased Cast Speed,キャストスピードが4%増加する
+15% to Critical Strike Multiplier,クリティカルダメージ倍率 +15%
+10 to Strength,筋力 +10
10% increased Totem Life,トーテムのライフが10%増加する
10% increased Totem Placement speed,トーテム設置スピードが10%増加する
25% increased Totem Damage,トーテムダメージが25%増加する
Totems gain +16% to all Elemental Resistances,トーテムは全ての元素耐性が+16%される
Totems have 10% additional Physical Damage Reduction,トーテムは10%の物理ダメージ軽減率の追加を獲得する
10% increased Totem Damage,トーテムダメージが10%増加する
Spells Cast by Totems have 3% increased Cast Speed,トーテムによりキャストされるスペルのキャストスピードが3%増加する
Attacks used by Totems have 5% increased Attack Speed,トーテムにより使用されるアタックのアタックスピードが5%増加する
Damage Penetrates 10% of Enemy Elemental Resistances,ダメージは敵元素耐性の10%を貫通する
40% increased Effect of Heralds on you,40% increased Effect of Heralds on you
Shocks from your Hits always increase Damage taken by at least 10%,プレイヤーのヒットによる感電は常に受けるダメージを最低10%増加させる
+1 to maximum number of Golems,+1 to maximum number of Golems
5% increased maximum Mana,最大マナが5%増加する
3% reduced Mana Cost of Skills,スキルのマナコストが3%減少する
22% increased maximum Mana,最大マナが22%増加する
6% reduced Mana Cost of Skills,スキルのマナコストが6%減少する
+2% Chance to Block Spell Damage while wielding a Staff,スタッフ装備中のスペルブロック率 +2%
3% increased Attack Speed with Staves,スタッフのアタックスピードが3%増加する
3% increased Cast Speed while wielding a Staff,スタッフ装備中はキャストスピードが3%増加する
+2% Chance to Block Attack Damage while wielding a Staff,スタッフ装備中はアタックブロック率が+2%
+6% Chance to Block Spell Damage while wielding a Staff,スタッフ装備中のスペルブロック率 +6%
20% chance to gain a Power Charge when you Block,ブロック時に20%の確率でパワーチャージを1個獲得する
+6% Chance to Block Attack Damage while wielding a Staff,スタッフ装備中はアタックブロック率が+6%
30% increased Damage with Staves,スタッフによるダメージが30%増加する
10% chance to gain an Endurance Charge on Melee Critical Strike,近接クリティカルストライク時に10%の確率でエンデュランスチャージを1個獲得する
30% increased Damage with Ailments from Attack Skills while wielding a Staff,スタッフ装備中はアタックスキルによる状態異常ダメージが30%増加する
+2 to Melee range with Staves,+2 to Melee range with Staves
15% increased Damage with Staves,スタッフによるダメージが15%増加する
20% increased Stun Duration with Staves on Enemies,敵に対するスタッフによるスタンの持続時間が20%増加する
15% increased Damage with Ailments from Attack Skills while wielding a Staff,スタッフ装備中はアタックスキルによる状態異常ダメージが15%増加する
30% increased Global Critical Strike Chance while wielding a Staff,スタッフ装備中はグローバルクリティカル率が30%増加する
60% increased Global Critical Strike Chance while wielding a Staff,スタッフ装備中はグローバルクリティカル率が60%増加する
+30% to Global Critical Strike Multiplier while wielding a Staff,スタッフ装備中のグローバルクリティカルダメージ倍率 +30%
+2% Chance to Block Spell Damage while holding a Shield,盾装備中のスペルブロック率 +2%
+6% Elemental Resistances while holding a Shield,盾装備中の元素耐性 +6%
+3% Chance to Block Spell Damage while holding a Shield,盾装備中のスペルブロック率 +3%
+12% Elemental Resistances while holding a Shield,盾装備中の元素耐性 +12%
+3% Chance to Block Attack Damage while holding a Shield,盾を装備中アタックブロック率が+3%される
Curse Skills have 15% increased Skill Effect Duration,呪いスキルのスキル効果持続時間が15%増加する
5% increased Effect of your Curses,呪いの効果が5%増加する
40% increased Area of Effect of Curse Skills,40% increased Area of Effect of Curse Skills
Curse Skills have 80% increased Skill Effect Duration,呪いスキルのスキル効果持続時間が80%増加する
25% increased Defences from Equipped Shield,装備中の盾から得られる防御力が25%増加する
24% increased Armour,アーマーが24%増加する
+12% to all Elemental Resistances,全ての元素耐性 +12%
3% increased Movement Speed,移動スピードが3%増加する
14% increased Armour,アーマーが14%増加する
+3% to all Elemental Resistances,全ての元素耐性 +3%
+5% to all Elemental Resistances,全ての元素耐性 +5%
+8% Elemental Resistances while holding a Shield,盾装備中の元素耐性 +8%
8% increased Melee Physical Damage,近接物理ダメージが8%増加する
8% increased maximum Mana,最大マナが8%増加する
10% increased Effect of Arcane Surge on you,プレイヤーに対するアーケインサージの効果が10%増加する
10% increased Mana Regeneration Rate,マナ自動回復レートが10%増加する
15% increased maximum Mana,最大マナが15%増加する
10% increased Effect of Arcane Surge on you per,10% increased Effect of Arcane Surge on you per
10% chance to gain Arcane Surge when you Kill an Enemy,プレイヤーが敵を倒した時に10%の確率でアーケインサージを獲得する
5% increased maximum Life,最大ライフが5%増加する
15% increased Physical Damage with Swords,剣による物理ダメージが15%増加する
Attacks have 10% chance to cause Bleeding,アタックは10%の確率で出血を付与する
15% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが15%増加する
10% increased Physical Damage with Swords,剣による物理ダメージが10%増加する
4% increased Attack Speed with Swords,剣のアタックスピードが4%増加する
10% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが10%増加する
20% increased Physical Damage with Swords,剣による物理ダメージが20%増加する
8% increased Attack Speed with Swords,剣のアタックスピードが8%増加する
+200 to Accuracy Rating with Swords,剣の命中力 +200
20% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが20%増加する
+1 to Melee range with Swords,+1 to Melee range with Swords
25% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが25%増加する
+10% to Damage over Time Multiplier for Bleeding,出血の継続ダメージ倍率 +10%
30% increased Physical Damage with Swords,剣による物理ダメージが30%増加する
Attacks have 15% chance to cause Bleeding,アタックは15%の確率で出血を付与する
30% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが30%増加する
12% increased Physical Damage with Swords,剣による物理ダメージが12%増加する
12% increased Damage with Ailments from Attack Skills while wielding a Sword,剣装備中はアタックスキルによる状態異常ダメージが12%増加する
Minions deal 8% increased Damage,ミニオンの与えるダメージが8%増加する
8% increased Minion Duration,ミニオンの持続時間が8%増加する
15% increased Skill Effect Duration,スキル効果持続時間が15%増加する
Minions deal 20% increased Damage,ミニオンのダメージが20%増加する
Minions deal 20% increased Damage if you've used a Minion Skill Recently,直近プレイヤーがミニオンスキルを使用していればミニオンのダメージが20%増加する
15% increased Minion Duration,ミニオンの持続時間が15%増加する
Minions have 12% increased maximum Life,ミニオンの最大ライフが12%増加する
Minions have +10% to all Elemental Resistances,ミニオンの全ての元素耐性 +10%
Minions have 10% additional Physical Damage Reduction,ミニオンは10%の追加物理ダメージ軽減率を持つ
Minions have 15% increased maximum Life,ミニオンの最大ライフが15%増加する
Minions have 15% additional Physical Damage Reduction,ミニオンは15%の追加物理ダメージ軽減率を持つ
Minions have +15% to all Elemental Resistances,ミニオンの全ての元素耐性 +15%
14% increased Physical Damage with Axes,斧による物理ダメージが14%増加する
14% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが14%増加する
26% increased Physical Damage with Axes,斧による物理ダメージが26%増加する
6% increased Attack Speed with Axes,斧のアタックスピードが6%増加する
26% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが26%増加する
+1 to Melee range with Axes,+1 to Melee range with Axes
16% increased Physical Damage with Axes,斧による物理ダメージが16%増加する
16% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが16%増加する
12% increased Physical Damage with Axes,斧による物理ダメージが12%増加する
12% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが12%増加する
14% increased Physical Damage with Maces and Sceptres,14% increased Physical Damage with Maces and Sceptres
4% reduced Enemy Stun Threshold with Maces and Sceptres,4% reduced Enemy Stun Threshold with Maces and Sceptres
14% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが14%増加する
30% increased Physical Damage with Maces and Sceptres,30% increased Physical Damage with Maces and Sceptres
10% reduced Enemy Stun Threshold with Maces and Sceptres,10% reduced Enemy Stun Threshold with Maces and Sceptres
30% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが30%増加する
16% increased Physical Damage with Maces and Sceptres,16% increased Physical Damage with Maces and Sceptres
20% increased Stun Duration on Enemies,敵に対するスタンの持続時間が20%増加する
16% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが16%増加する
12% increased Area of Effect,効果範囲が12%増加する
+2 to Melee range with Maces and Sceptres,+2 to Melee range with Maces and Sceptres
12% increased Damage with Maces and Sceptres,12% increased Damage with Maces and Sceptres
12% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが12%増加する
10% increased Damage with Maces and Sceptres,10% increased Damage with Maces and Sceptres
10% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが10%増加する
8% increased Damage with Maces and Sceptres,8% increased Damage with Maces and Sceptres
3% increased Attack Speed with Maces and Sceptres,3% increased Attack Speed with Maces and Sceptres
8% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが8%増加する
18% increased Damage with Maces and Sceptres,18% increased Damage with Maces and Sceptres
6% increased Attack Speed with Maces and Sceptres,6% increased Attack Speed with Maces and Sceptres
15% increased Area of Effect if you have Stunned an Enemy Recently,直近プレイヤーが敵をスタンさせていれば効果範囲が15%増加する
18% increased Damage with Ailments from Attack Skills while wielding a Mace or Sceptre,メイスまたはセプター装備中はアタックスキルによる状態異常ダメージが18%増加する
12% increased Evasion Rating and Armour,回避力とアーマーが12%増加する
10% increased Evasion Rating and Armour,回避力とアーマーが10%増加する
10% increased Onslaught Effect,10% increased Onslaught Effect
20% increased Attack Damage,アタックダメージが20%増加する
30% increased Evasion Rating during Onslaught,猛攻中は回避力が30%増加する
20% increased Onslaught Effect,20% increased Onslaught Effect
10% chance to gain Onslaught for 4 seconds on Kill,敵を倒した時に10%の確率で猛攻を4秒間獲得する
12% increased Attack Damage,アタックダメージが12%増加する
8% increased Global Accuracy Rating,グローバル命中力が8%増加する
12% increased Evasion Rating,回避力が12%増加する
10% increased Armour,アーマーが10%増加する
+150 to Armour,アーマー +150
30% increased Armour,アーマーが30%増加する
+1% to all maximum Elemental Resistances,全ての元素耐性の最大値 +1%
5% additional Physical Damage Reduction,物理ダメージ軽減率が5%される
30% increased Shock Duration on Enemies,敵に対する感電の持続時間が30%増加する
5% chance to Shock,5%の確率で敵を感電させる
20% increased Shock Duration on Enemies,敵に対する感電の持続時間が20%増加する
40% increased Critical Strike Chance against Shocked Enemies,感電状態の敵に対するクリティカル率が40%増加する
30% increased Damage if you have Shocked an Enemy Recently,直近プレイヤーが敵を感電させていればダメージが30%増加する
30% increased Effect of Shock,感電の効果が30%増加する
10% chance to Shock,10%の確率で敵を感電させる
15% increased Critical Strike Chance against Shocked Enemies,感電状態の敵に対するクリティカル率が15%増加する
10% increased Damage if you have Shocked an Enemy Recently,直近プレイヤーが敵を感電させていればダメージが10%増加する
12% increased Elemental Damage,元素ダメージが12%増加する
8% increased Lightning Damage,雷ダメージが8%増加する
8% increased Physical Damage,物理ダメージが8%増加する
8% increased Fire Damage,火ダメージが8%増加する
8% increased Elemental Damage,元素ダメージが8%増加する
6% increased Elemental Damage,元素ダメージが6%増加する
Damage Penetrates 1% Elemental Resistances,ダメージは1%の元素耐性を貫通する
+3% to Fire Damage over Time Multiplier,火継続ダメージ倍率が+3%される
8% increased Effect of non-Damaging Ailments on Enemies,8% increased Effect of non-Damaging Ailments on Enemies
+6% to Fire Damage over Time Multiplier,火継続ダメージ倍率が+6%される
18% increased Elemental Damage,元素ダメージが18%増加する
Damage Penetrates 5% Elemental Resistances,ダメージは5%の元素耐性を貫通する
10% increased Effect of non-Damaging Ailments on Enemies,10% increased Effect of non-Damaging Ailments on Enemies
Gain 5% of Physical Damage as Extra Fire Damage,物理ダメージの5%を追加火ダメージとして獲得する
Fire Spells have 15% of Physical Damage Converted to Fire Damage,火スペルは物理ダメージの15%を火ダメージに変換する
12% increased Physical Damage,物理ダメージが12%増加する
Gain 5% of Physical Damage as Extra Lightning Damage,物理ダメージの5%を追加雷ダメージとして獲得する
Lightning Spells have 15% of Physical Damage Converted to Lightning Damage,雷スペルは物理ダメージの15%を雷ダメージに変換する
14% increased Trap Damage,トラップダメージが14%増加する
10% increased Trap Damage,トラップダメージが10%増加する
20% increased Trap Trigger Area of Effect,トラップ作動の効果範囲が20%増加する
24% increased Trap Damage,トラップダメージが24%増加する
8% increased Area of Effect,効果範囲が8%増加する
40% increased Trap Trigger Area of Effect,トラップ作動の効果範囲が40%増加する
+1 to Maximum Endurance Charges,エンデュランスチャージの最大数 +1
Regenerate 0.2% of Life per second per Endurance Charge,エンデュランスチャージ1個ごとに毎秒ライフの0.2%を自動回復する
18% increased Endurance Charge Duration,エンデュランスチャージの持続時間が18%増加する
You take 20% reduced Extra Damage from Critical Strikes,クリティカルストライクから受ける追加ダメージが20%減少する
20% reduced Effect of Curses on you,プレイヤーに対する呪いの効果が20%減少する
8% increased Damage with Daggers,短剣によるダメージが8%増加する
20% increased Critical Strike Chance with Daggers,短剣のクリティカル率が20%増加する
8% increased Damage with Ailments from Attack Skills while wielding a Dagger,短剣装備中はアタックスキルによる状態異常ダメージが8%増加する
10% increased Damage with Daggers,短剣によるダメージが10%増加する
6% increased Accuracy Rating with Daggers,短剣の命中力が6%増加する
10% increased Damage with Ailments from Attack Skills while wielding a Dagger,短剣装備中はアタックスキルによる状態異常ダメージが10%増加する
20% increased Damage with Daggers,短剣によるダメージが20%増加する
40% increased Critical Strike Chance with Daggers,短剣のクリティカル率が40%増加する
+20% to Critical Strike Multiplier with Daggers,短剣のクリティカルダメージ倍率 +20%
+150 to Accuracy Rating with Daggers,短剣の命中力 +150
20% increased Damage with Ailments from Attack Skills while wielding a Dagger,短剣装備中はアタックスキルによる状態異常ダメージが20%増加する
15% increased Critical Strike Chance with Daggers,短剣のクリティカル率が15%増加する
Damage Penetrates 6% Lightning Resistance,ダメージは6%の雷耐性を貫通する
0.2% of Lightning Damage Leeched as Energy Shield,雷ダメージの0.2%をエナジーシールドとしてリーチする
15% increased Lightning Damage,雷ダメージが15%増加する
20% increased Lightning Damage,雷ダメージが20%増加する
15% increased Effect of Shock,感電の効果が15%増加する
3% increased Attack Speed with Axes,斧のアタックスピードが3%増加する
25% increased Physical Damage with Axes,斧による物理ダメージが25%増加する
8% increased Attack Speed with Axes,斧のアタックスピードが8%増加する
25% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが25%増加する
15% increased Physical Damage with Axes,斧による物理ダメージが15%増加する
15% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが15%増加する
20% increased Bleeding Duration,出血持続時間が20%増加する
20% increased Physical Damage with Axes,斧による物理ダメージが20%増加する
30% increased Damage with Hits and Ailments against Bleeding Enemies,盲目状態の敵に対するヒットおよび状態異常のダメージが30%増加する
20% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが20%増加する
Bleeding you inflict deals Damage 15% faster,付与した出血がダメージを与える速度が15%速くなる
Regenerate 0.5% of Life per second,毎秒ライフの0.5%を自動回復する
15% increased Endurance Charge Duration,エンデュランスチャージの持続時間が15%増加する
10% increased Fire Damage,火ダメージが10%増加する
Enemies near your Totems deal 8% less Damage,プレイヤーのトーテムの近くの敵のダメージが8%低下する
Enemies near your Totems take 16% increased Physical and Fire Damage,プレイヤーのトーテムの近くの敵が受ける物理ダメージと火ダメージが16%増加する
+100% to Fire Resistance,火耐性 +100%
Regenerate 2% of Life per second,毎秒ライフの2%を自動回復する
10% of Physical Damage from Hits taken as Fire Damage,ヒットによる物理ダメージの10%を火ダメージとして受ける
50% increased Life Recovery Rate if you've taken Fire Damage from an Enemy Hit Recently,直近敵のヒットによる火ダメージを受けていればライフ回復レートが50%増加する
1% of Damage dealt by your Totems is Leeched to you as Life,プレイヤーのトーテムが与えたダメージの1%をライフとしてプレイヤーがリーチする
50% increased Effect of Buffs granted by your Active Ancestor Totems,50% increased Effect of Buffs granted by your Active Ancestor Totems
Ancestor Totems have 100% increased Activation range,アンセスタートーテムのアクティベーション範囲が100%増加する
25% increased Area of Effect while you have a Totem,トーテム召喚中は効果範囲が25%増加する
35% chance to gain an Endurance Charge when you use a Fire skill,プレイヤーが火スキルを使用した時に35%の確率でエンデュランスチャージを1個獲得する
5% increased Physical Damage per Endurance Charge,エンデュランスチャージ1個ごとに物理ダメージが5%増加する
5% increased Fire Damage per Endurance Charge,エンデュランスチャージ1個ごとに火ダメージが5%増加する
+10% to Fire Resistance,火耐性 +10%
Regenerate 0.5% of Life per second per Endurance Charge,エンデュランスチャージ1個ごとに毎秒ライフの0.5%を自動回復する
"3% more Damage for each Endurance Charge lost recently, up to 15%","3% more Damage for each Endurance Charge lost recently, up to 15%"
25% increased Damage with Axes,斧によるダメージが25%増加する
40% increased Global Evasion Rating when on Full Life,フルライフ時にグローバル回避力が40%増加する
10% increased Damage with Axes,斧によるダメージが10%増加する
10% increased Damage with Ailments from Attack Skills while wielding an Axe,斧装備中はアタックスキルによる状態異常ダメージが10%増加する
4% increased Attack Speed with Axes,斧のアタックスピードが4%増加する
8% increased Damage with Axes,斧によるダメージが8%増加する
12% increased Elemental Damage with Wands,ワンドによる元素ダメージが12%増加する
14% increased Elemental Damage with Wands,ワンドによる元素ダメージが14%増加する
6% increased Attack Speed with Wands,ワンドのアタックスピードが6%増加する
24% increased Elemental Damage with Wands,ワンドによる元素ダメージが24%増加する
Damage with Weapons Penetrates 5% Elemental Resistance,Damage with Weapons Penetrates 5% Elemental Resistance
3% increased Attack Speed with Wands,ワンドのアタックスピードが3%増加する
6% increased Accuracy Rating with Wands,ワンドの命中力が6%増加する
8% increased Armour,アーマーが8%増加する
3% increased Cast Speed,キャストスピードが3%増加する
25% increased maximum Mana,最大マナが25%増加する
8% of Damage is taken from Mana before Life,ダメージの8%をライフより先にマナで受ける
20% increased Spell Damage while you have Arcane Surge,アーケインサージがある時にスペルダメージが20%増加する
15% increased Critical Strike Chance,クリティカル率が15%増加する
+100 to Accuracy Rating,命中力 +100
15% increased Global Accuracy Rating,グローバル命中力が15%増加する
30% increased Critical Strike Chance,クリティカル率が30%増加する
